Problem_ID,Subcat,problem_text,problem_latex,answer_latex
C_3x3_det_013,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} 2 & -1 & -2 \\ -1 & -3 & 8 \\ -6 & -3 & 0 \end{bmatrix},\det(A) = 126
C_3x3_det_014,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} -8 & 3 & -4 \\ 1 & -3 & 8 \\ 6 & 9 & 1 \end{bmatrix},\det(A) = 633
C_3x3_det_015,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} -9 & -4 & -3 \\ 3 & -7 & -8 \\ 8 & 7 & -5 \end{bmatrix},\det(A) = -854
C_3x3_det_016,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} -1 & -1 & 5 \\ 8 & 7 & 3 \\ -3 & -1 & -4 \end{bmatrix},\det(A) = 67
C_3x3_det_017,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} -8 & -7 & -6 \\ -8 & 0 & 2 \\ 7 & 6 & 0 \end{bmatrix},\det(A) = 286
C_3x3_det_018,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} 0 & 8 & -9 \\ -9 & 4 & 3 \\ 2 & -9 & -7 \end{bmatrix},\det(A) = -1113
C_3x3_det_019,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} -3 & -5 & -2 \\ 8 & 6 & -4 \\ 2 & 4 & -7 \end{bmatrix},\det(A) = -202
C_3x3_det_020,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} -6 & -6 & -9 \\ -7 & 9 & 0 \\ 7 & -1 & -7 \end{bmatrix},\det(A) = 1176
C_3x3_det_021,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} 1 & 3 & 6 \\ -1 & 1 & 8 \\ -4 & -5 & 6 \end{bmatrix},\det(A) = 22
C_3x3_det_022,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} 5 & 9 & 4 \\ -7 & 6 & -9 \\ 9 & -3 & -7 \end{bmatrix},\det(A) = -1647
C_3x3_det_023,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} -2 & -2 & 6 \\ 7 & 9 & -3 \\ -1 & 7 & 7 \end{bmatrix},\det(A) = 272
C_3x3_det_024,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} -6 & 3 & 4 \\ 1 & -4 & 4 \\ 1 & 1 & 6 \end{bmatrix},\det(A) = 182
C_3x3_det_025,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} 5 & 6 & -5 \\ 1 & -8 & 3 \\ 2 & 4 & 8 \end{bmatrix},\det(A) = -492
C_3x3_det_026,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} 7 & 0 & -3 \\ -1 & -1 & 6 \\ 7 & -5 & 6 \end{bmatrix},\det(A) = 132
C_3x3_det_027,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} -5 & -6 & -1 \\ 6 & -4 & -4 \\ 3 & 8 & 5 \end{bmatrix},\det(A) = 132
C_3x3_det_028,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} 9 & 9 & 0 \\ -7 & -7 & -9 \\ 7 & -5 & 6 \end{bmatrix},\det(A) = -972
C_3x3_det_029,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} -3 & 1 & 0 \\ -1 & -3 & 8 \\ -6 & 7 & -4 \end{bmatrix},\det(A) = 80
C_3x3_det_030,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} -6 & 9 & -1 \\ 0 & -8 & 5 \\ -8 & -9 & 7 \end{bmatrix},\det(A) = -230
C_3x3_det_031,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} -4 & 2 & 3 \\ -1 & 0 & 2 \\ -4 & 6 & -9 \end{bmatrix},\det(A) = -4
C_3x3_det_032,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} 7 & -8 & 3 \\ -2 & 4 & -3 \\ 9 & -4 & 9 \end{bmatrix},\det(A) = 156
C_3x3_det_033,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} 3 & 2 & -2 \\ -6 & -5 & -3 \\ -6 & 0 & 4 \end{bmatrix},\det(A) = 84
C_3x3_det_034,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} 6 & 0 & 5 \\ 6 & 5 & 0 \\ -2 & 6 & -3 \end{bmatrix},\det(A) = 140
C_3x3_det_035,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} -1 & -6 & 4 \\ 2 & -5 & -4 \\ 1 & 1 & 4 \end{bmatrix},\det(A) = 116
C_3x3_det_036,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} -3 & 6 & -1 \\ 4 & -3 & -6 \\ -6 & -2 & 6 \end{bmatrix},\det(A) = 188
C_3x3_det_037,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} -6 & -2 & -5 \\ 6 & 2 & 3 \\ 3 & 2 & 4 \end{bmatrix},\det(A) = -12
C_3x3_det_038,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} -6 & 5 & 3 \\ 3 & -1 & 4 \\ -2 & -6 & 5 \end{bmatrix},\det(A) = -289
C_3x3_det_039,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} -3 & -5 & 2 \\ -3 & 5 & -1 \\ -6 & 6 & 0 \end{bmatrix},\det(A) = -24
C_3x3_det_040,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} -3 & 2 & 0 \\ -6 & 3 & -1 \\ 3 & 5 & 1 \end{bmatrix},\det(A) = -18
C_3x3_det_041,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} 2 & -3 & -3 \\ -1 & 5 & 0 \\ -2 & 4 & 5 \end{bmatrix},\det(A) = 17
C_3x3_det_042,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} 5 & -3 & 3 \\ 1 & -1 & -1 \\ -5 & -3 & 1 \end{bmatrix},\det(A) = -56
C_3x3_det_043,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} 5 & 5 & -4 \\ 2 & -5 & 2 \\ -2 & -1 & 3 \end{bmatrix},\det(A) = -67
C_3x3_det_044,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} -1 & 4 & 0 \\ 6 & 2 & -3 \\ 4 & -1 & 0 \end{bmatrix},\det(A) = -45
C_3x3_det_045,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} -5 & -5 & 1 \\ -4 & 6 & 5 \\ 3 & 3 & 1 \end{bmatrix},\det(A) = -80
C_3x3_det_046,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} -6 & -1 & 0 \\ 5 & -4 & 0 \\ -2 & -5 & -5 \end{bmatrix},\det(A) = -145
C_3x3_det_047,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} -2 & -5 & -6 \\ -2 & -4 & 1 \\ -6 & -3 & -1 \end{bmatrix},\det(A) = 134
C_3x3_det_048,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} 6 & 2 & 5 \\ -2 & -1 & -1 \\ 5 & 6 & 6 \end{bmatrix},\det(A) = -21
C_3x3_det_049,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} 3 & 0 & 1 \\ 6 & -3 & -2 \\ 5 & -1 & -3 \end{bmatrix},\det(A) = 30
C_3x3_det_050,determinant,Find the determinant of the 3×3 matrix A.,A = \begin{bmatrix} 1 & -2 & 5 \\ 5 & -3 & 0 \\ 6 & 3 & -4 \end{bmatrix},\det(A) = 137
C_3x3_eig_001,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} 0 & -1 & -7 \\ -1 & 6 & -2 \\ -7 & -2 & -6 \end{bmatrix},"\lambda = -10.9074, 4.5753, 6.3321"
C_3x3_eig_002,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} 0 & 5 & 6 \\ 5 & 8 & -6 \\ 6 & -6 & -8 \end{bmatrix},"\lambda = -13.9007, 2.9405, 10.9601"
C_3x3_eig_003,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} 8 & 1 & -1 \\ 1 & 2 & -2 \\ -1 & -2 & -10 \end{bmatrix},"\lambda = -10.362, 2.1034, 8.2586"
C_3x3_eig_004,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} 6 & 2 & -1 \\ 2 & -2 & -1 \\ -1 & -1 & 0 \end{bmatrix},"\lambda = -2.6904, -0.0, 6.6904"
C_3x3_eig_005,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} -2 & 3 & -3 \\ 3 & -6 & 0 \\ -3 & 0 & -8 \end{bmatrix},"\lambda = -9.7056, -6.7522, 0.4578"
C_3x3_eig_006,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} 6 & -6 & -8 \\ -6 & 0 & 1 \\ -8 & 1 & 6 \end{bmatrix},"\lambda = -5.1923, 1.5515, 15.6408"
C_3x3_eig_007,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} -3 & -5 & 5 \\ 3 & 22 & -21 \\ 3 & 24 & -23 \end{bmatrix},"\lambda = -3, -2, 1"
C_3x3_eig_008,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} 68 & 129 & 96 \\ 0 & 2 & 0 \\ -48 & -94 & -68 \end{bmatrix},"\lambda = -4, 2, 4"
C_3x3_eig_009,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} -7 & -5 & 0 \\ 2 & 0 & 1 \\ -2 & -2 & -2 \end{bmatrix},"\lambda = -4, -3, -2"
C_3x3_eig_010,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} -1 & 0 & 0 \\ -30 & 20 & -15 \\ -29 & 20 & -15 \end{bmatrix},"\lambda = -1, 0, 5"
C_3x3_eig_011,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} -3 & 0 & -4 \\ 3 & 0 & 4 \\ 0 & -3 & 5 \end{bmatrix},"\lambda = -1, 0, 3"
C_3x3_eig_012,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} 18 & 9 & -14 \\ -22 & -11 & 18 \\ 6 & 3 & -4 \end{bmatrix},"\lambda = 0, 1, 2"
C_3x3_eig_013,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} -4 & 0 & 0 \\ 0 & -4 & 0 \\ 0 & 0 & -4 \end{bmatrix},"\lambda = -4, -4, -4"
C_3x3_eig_014,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} 0 & 0 & 0 \\ 8 & -9 & 7 \\ 16 & -18 & 14 \end{bmatrix},"\lambda = 0, 0, 5"
C_3x3_eig_015,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} -88 & 96 & -40 \\ -176 & 192 & -80 \\ -220 & 240 & -100 \end{bmatrix},"\lambda = 0, 0, 4"
C_3x3_eig_016,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} -3 & 26 & 32 \\ 1 & 6 & 4 \\ -1 & -2 & 0 \end{bmatrix},"\lambda = -1, 0, 4"
C_3x3_eig_017,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} 15 & -3 & -18 \\ -2 & 2 & 2 \\ 13 & -1 & -16 \end{bmatrix},"\lambda = -3, 0, 4"
C_3x3_eig_018,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} 79 & 6 & -70 \\ -100 & -9 & 88 \\ 80 & 6 & -71 \end{bmatrix},"\lambda = -3, -1, 3"
C_3x3_eig_019,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} -4 & 2 & 0 \\ 0 & -3 & 0 \\ 18 & -68 & 5 \end{bmatrix},"\lambda = -4, -3, 5"
C_3x3_eig_020,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} 9 & -6 & 0 \\ 4 & -1 & 0 \\ -4 & 6 & 5 \end{bmatrix},"\lambda = 3, 5, 5"
C_3x3_eig_021,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} -12 & 10 & -30 \\ -8 & 6 & -24 \\ 2 & -2 & 4 \end{bmatrix},"\lambda = -2, -2, 2"
C_3x3_eig_022,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} -102 & -15 & -57 \\ 75 & 8 & 43 \\ 165 & 25 & 92 \end{bmatrix},"\lambda = -3, -2, 3"
C_3x3_eig_023,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} -5 & 0 & 0 \\ 0 & -5 & 0 \\ 0 & 0 & -5 \end{bmatrix},"\lambda = -5, -5, -5"
C_3x3_eig_024,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} -5 & 15 & 15 \\ 0 & -5 & 0 \\ -2 & 11 & 6 \end{bmatrix},"\lambda = -5, 0, 1"
C_3x3_eig_025,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} 1 & 8 & 10 \\ 2 & -14 & -20 \\ -2 & 16 & 22 \end{bmatrix},"\lambda = 2, 2, 5"
C_3x3_eig_026,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} 7 & 52 & 12 \\ -9 & -52 & -12 \\ 30 & 165 & 38 \end{bmatrix},"\lambda = -4, -2, -1"
C_3x3_eig_027,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} -15 & 38 & -27 \\ -2 & 1 & -3 \\ 6 & -22 & 12 \end{bmatrix},"\lambda = -4, -1, 3"
C_3x3_eig_028,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} -115 & 183 & -15 \\ -76 & 121 & -10 \\ -52 & 83 & -8 \end{bmatrix},"\lambda = -3, -1, 2"
C_3x3_eig_029,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} 138 & -82 & -54 \\ 179 & -105 & -72 \\ 89 & -55 & -32 \end{bmatrix},"\lambda = -5, 2, 4"
C_3x3_eig_030,eigenvalue,Find all eigenvalues of the 3×3 symmetric matrix A.,A = \begin{bmatrix} -8 & -2 & 0 \\ 12 & 2 & 0 \\ 42 & 14 & 3 \end{bmatrix},"\lambda = -4, -2, 3"
C_3x3_eig_031,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -6 & -5 & -4 \\ -5 & 4 & -5 \\ -4 & -5 & -4 \end{bmatrix},"\lambda = -12.1797, -0.945, 7.1247"
C_3x3_eig_032,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 8 & 5 & 3 \\ 5 & 4 & -4 \\ 3 & -4 & -6 \end{bmatrix},"\lambda = -8.6849, 3.2958, 11.389"
C_3x3_eig_033,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 4 & 0 & -1 \\ 0 & 6 & -7 \\ -1 & -7 & -8 \end{bmatrix},"\lambda = -10.9566, 4.0271, 8.9295"
C_3x3_eig_034,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 4 & -2 & 4 \\ -2 & -8 & 4 \\ 4 & 4 & -4 \end{bmatrix},"\lambda = -11.4443, -2.221, 5.6653"
C_3x3_eig_035,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -2 & 2 & -4 \\ 2 & 0 & 1 \\ -4 & 1 & -8 \end{bmatrix},"\lambda = -10.3155, -1.1726, 1.4881"
C_3x3_eig_036,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -6 & 5 & 6 \\ 5 & 0 & -1 \\ 6 & -1 & -4 \end{bmatrix},"\lambda = -12.7058, -0.9818, 3.6876"
C_3x3_eig_037,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 6 & -6 & -2 \\ -6 & -2 & 1 \\ -2 & 1 & -6 \end{bmatrix},"\lambda = -6.325, -5.2077, 9.5328"
C_3x3_eig_038,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -4 & -1 & 5 \\ -1 & -2 & 2 \\ 5 & 2 & -4 \end{bmatrix},"\lambda = -9.5961, -1.5863, 1.1824"
C_3x3_eig_039,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 4 & 3 & 3 \\ 3 & 8 & -6 \\ 3 & -6 & -8 \end{bmatrix},"\lambda = -10.9729, 4.3638, 10.6091"
C_3x3_eig_040,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 4 & -2 & -1 \\ -2 & 6 & 3 \\ -1 & 3 & -8 \end{bmatrix},"\lambda = -8.6428, 2.8047, 7.8381"
C_3x3_eig_041,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 2 & 4 & -3 \\ 4 & -6 & -8 \\ -3 & -8 & 4 \end{bmatrix},"\lambda = -10.7909, -0.0513, 10.8422"
C_3x3_eig_042,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -2 & -1 & 1 \\ -1 & 6 & -5 \\ 1 & -5 & -8 \end{bmatrix},"\lambda = -9.6577, -2.107, 7.7647"
C_3x3_eig_043,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 6 & -3 & 2 \\ -3 & -6 & -5 \\ 2 & -5 & -8 \end{bmatrix},"\lambda = -12.1065, -3.2853, 7.3918"
C_3x3_eig_044,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 8 & 5 & -7 \\ 5 & 0 & 0 \\ -7 & 0 & -8 \end{bmatrix},"\lambda = -10.9417, -1.4724, 12.4141"
C_3x3_eig_045,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -6 & -4 & -1 \\ -4 & 2 & 7 \\ -1 & 7 & 6 \end{bmatrix},"\lambda = -7.967, -1.9033, 11.8703"
C_3x3_eig_046,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -4 & -1 & 2 \\ -1 & 4 & -3 \\ 2 & -3 & 6 \end{bmatrix},"\lambda = -4.4081, 1.8571, 8.551"
C_3x3_eig_047,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -8 & 5 & 2 \\ 5 & 6 & 3 \\ 2 & 3 & 8 \end{bmatrix},"\lambda = -9.66, 4.3611, 11.2989"
C_3x3_eig_048,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -6 & 3 & 1 \\ 3 & 6 & 1 \\ 1 & 1 & 4 \end{bmatrix},"\lambda = -6.7601, 3.5896, 7.1705"
C_3x3_eig_049,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 4 & -5 & -1 \\ -5 & -2 & -2 \\ -1 & -2 & -8 \end{bmatrix},"\lambda = -9.1543, -3.6776, 6.8319"
C_3x3_eig_050,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -8 & -1 & 4 \\ -1 & 6 & -5 \\ 4 & -5 & -4 \end{bmatrix},"\lambda = -10.6947, -3.7601, 8.4549"
C_3x3_eig_051,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 4 & 3 & 2 \\ 3 & 8 & -5 \\ 2 & -5 & -8 \end{bmatrix},"\lambda = -9.9856, 3.6395, 10.3461"
C_3x3_eig_052,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 2 & 4 & -6 \\ 4 & -6 & -2 \\ -6 & -2 & 4 \end{bmatrix},"\lambda = -7.6815, -2.4638, 10.1452"
C_3x3_eig_053,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 4 & 1 & -4 \\ 1 & -2 & 3 \\ -4 & 3 & 4 \end{bmatrix},"\lambda = -4.1111, 1.8947, 8.2164"
C_3x3_eig_054,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 6 & -3 & 6 \\ -3 & 0 & 3 \\ 6 & 3 & 8 \end{bmatrix},"\lambda = -3.7984, 4.7051, 13.0933"
C_3x3_eig_055,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -2 & 3 & 2 \\ -1 & 3 & 4 \\ -3 & 2 & -4 \end{bmatrix},"\lambda = -4.6562, -0.577, 2.2332"
C_3x3_eig_056,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 2 & 1 & -2 \\ 3 & 3 & -1 \\ 1 & 2 & -4 \end{bmatrix},"\lambda = -3.6645, 1.172, 3.4925"
C_3x3_eig_057,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 1 & -2 & -4 \\ -2 & 4 & 3 \\ -3 & 4 & 0 \end{bmatrix},"\lambda = -3.2712, 0.3878, 7.8834"
C_3x3_eig_058,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -4 & 0 & -1 \\ 4 & 2 & 3 \\ -3 & -3 & -4 \end{bmatrix},"\lambda = -4.6017, -1.6601, 0.2618"
C_3x3_eig_059,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 2 & 0 & -2 \\ 0 & 0 & -1 \\ -4 & -2 & -1 \end{bmatrix},"\lambda = -3.1755, 0.3273, 3.8482"
C_3x3_eig_060,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 4 & -2 & 2 \\ -2 & 2 & 3 \\ 4 & 3 & 3 \end{bmatrix},"\lambda = -2.3744, 5.107, 6.2674"
C_3x3_eig_061,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 0 & 0 & -2 \\ 4 & 3 & 2 \\ -1 & 2 & -4 \end{bmatrix},"\lambda = -5.2381, 1.5801, 2.658"
C_3x3_eig_062,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 2 & 0 & 3 \\ -2 & -4 & 4 \\ 2 & 3 & -4 \end{bmatrix},"\lambda = -8.0255, -0.6516, 2.6771"
C_3x3_eig_063,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -2 & -3 & -4 \\ 0 & 1 & 1 \\ -4 & 0 & 0 \end{bmatrix},"\lambda = -4.8671, 0.2257, 3.6414"
C_3x3_eig_064,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 2 & -2 & 3 \\ 3 & -1 & -4 \\ 4 & -2 & 0 \end{bmatrix},"\lambda = -3.1104, -0.6722, 4.7826"
C_3x3_eig_065,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 3 & -3 & 1 \\ -3 & 1 & 1 \\ 3 & 3 & -1 \end{bmatrix},"\lambda = -3.509, 1.3175, 5.1915"
C_3x3_eig_066,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -4 & -2 & 1 \\ -3 & 1 & 3 \\ 3 & 2 & 1 \end{bmatrix},"\lambda = -6.0161, 0.6401, 3.376"
C_3x3_eig_067,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 0 & -3 & 4 \\ -3 & 2 & -1 \\ 2 & -3 & -3 \end{bmatrix},"\lambda = -4.1865, -2.3052, 5.4917"
C_3x3_eig_068,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -3 & 0 & 2 \\ 2 & -4 & -2 \\ 1 & -2 & 1 \end{bmatrix},"\lambda = -5.3478, -2.4695, 1.8173"
C_3x3_eig_069,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -3 & -1 & -1 \\ -2 & 3 & 1 \\ 1 & -2 & -1 \end{bmatrix},"\lambda = -3.2044, -0.3644, 2.5688"
C_3x3_eig_070,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -4 & -1 & -3 \\ 1 & -1 & 3 \\ 0 & -2 & 4 \end{bmatrix},"\lambda = -3.4444, -0.2181, 2.6625"
C_3x3_eig_071,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 4 & 0 & -3 \\ 2 & 0 & -1 \\ 0 & -2 & -4 \end{bmatrix},"\lambda = -4.1268, -0.2228, 4.3497"
